SPECIES;NAME;LAT;LONG;MAX_AGE;MIN_AGE;MIS;PERIOD;EARLY_INTERVALL;LATE_INTERVALL;COUNTRY;STATE;REFERENCE;NOTIZ
Mammuthus primigenius;Kuznetsky Basin;54.35;86.21;0.05081;0.04538;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Kuznetsky Basin;54.35;86.21;0.02947;0.02827;03. Feb;;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;La Baume Latrone;43.923873;4.35688;0.0441;0.0375;3;W;Late Pleistocene;;France;;"Braun, Ingmar M.; Palombo, Maria Rita (2012): Mammuthus primigenius in the cave and portable art: An overview with a short account on the elephant fossil record in Southern Europe during the last glacial. In: Quaternary International 276-277, S. 61–76. DOI: 10.1016/j.quaint.2012.07.010.";
Mammuthus primigenius;La Calera;40.265278;-1.052778;5;3.55;;NA;;;Spain;Province of Teruel;;
Mammuthus primigenius;La Colombière;45.989708;5.370298;0.01369;0.01309;1;W;Late Pleistocene;;France;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;La Güelga, Cangas de Onís;43.516667;-5.833333;0.0368;0.0344;3;W;Late Pleistocene;;Spain;Asturias;"Rodríguez?Almagro, Manuel; Sala, Nohemi; Wi?ing, Christoph; Arriolabengoa, Martin; Etxeberria, Francisco; Rios?Garaizar, Joseba; Gómez?Olivencia, Asier (2021): Ecological conditions during the Middle to Upper Palaeolithic transition (MIS 3) in Iberia: the cold?adapted faunal remains from Mainea, northern Iberian Peninsula. In: Boreas 50 (3), S. 686–708. DOI: 10.1111/bor.12501.      Álvarez-Lao, Diego J. (2014): The Jou Puerta cave (Asturias, NW Spain): A MIS 3 large mammal assemblage with mixture of cold and temperate elements. In: Palaeogeography, Palaeoclimatology, Palaeoecology 393, S. 1–19. DOI: 10.1016/j.palaeo.2013.10.011.";
Mammuthus primigenius;La Lloseta, Ribadesella;43.413345;-5.368593;0.017;0.014;2;K;Lower Magdalenian;;Spain;Asturias;"Álvarez-Lao, Diego J.; García, Nuria (2012): Comparative revision of the Iberian woolly mammoth (Mammuthus primigenius) record into a European context. In: Quaternary Science Reviews 32, S. 64–74. DOI: 10.1016/j.quascirev.2011.11.004.     Rodríguez?Almagro, Manuel; Sala, Nohemi; Wi?ing, Christoph; Arriolabengoa, Martin; Etxeberria, Francisco; Rios?Garaizar, Joseba; Gómez?Olivencia, Asier (2021): Ecological conditions during the Middle to Upper Palaeolithic transition (MIS 3) in Iberia: the cold?adapted faunal remains from Mainea, northern Iberian Peninsula. In: Boreas 50 (3), S. 686–708. DOI: 10.1111/bor.12501.";
Mammuthus primigenius;La Sena;40.38;-100.23;0.022298;0.022298;2;K;Late Pleistocene;;USA;Nebraska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Labeko Koba, Arrasate;43.2;-2.116667;0.042514;0.039251;3;W;Late Pleistocene;;Spain;Gipuzkoa;"Álvarez-Lao, Diego J. (2014): The Jou Puerta cave (Asturias, NW Spain): A MIS 3 large mammal assemblage with mixture of cold and temperate elements. In: Palaeogeography, Palaeoclimatology, Palaeoecology 393, S. 1–19. DOI: 10.1016/j.palaeo.2013.10.011.     Rodríguez?Almagro, Manuel; Sala, Nohemi; Wi?ing, Christoph; Arriolabengoa, Martin; Etxeberria, Francisco; Rios?Garaizar, Joseba; Gómez?Olivencia, Asier (2021): Ecological conditions during the Middle to Upper Palaeolithic transition (MIS 3) in Iberia: the cold?adapted faunal remains from Mainea, northern Iberian Peninsula. In: Boreas 50 (3), S. 686–708. DOI: 10.1111/bor.12501.";
Mammuthus primigenius;Langsdorf;50.49293;8.864277;0.04603;0.04377;3;W;Late Pleistocene;;Germany;;"Sommer, Robert S.; Benecke, Norbert (2009): First radiocarbon dates on woolly mammoth (Mammuthus primigenius ) from northern Germany. In: J. Quaternary Sci. 24 (8), S. 902–905. DOI: 10.1002/jqs.1343.";
Mammuthus primigenius;Laptev Sea Coast;70.45;131;0.0259;0.0247;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Laptev Sea Coast;70.45;131;0.0278;0.0272;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Laptev Sea Coast;70.45;131;0.0353;0.0347;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Laptev Sea Coast;70.45;131;0.0404;0.0384;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Las Caldas, Priorio;43.333333;-5.916667;0.023952;0.019869;2;K;Late Pleistocene;;Spain;Asturias;"Rodríguez?Almagro, Manuel; Sala, Nohemi; Wi?ing, Christoph; Arriolabengoa, Martin; Etxeberria, Francisco; Rios?Garaizar, Joseba; Gómez?Olivencia, Asier (2021): Ecological conditions during the Middle to Upper Palaeolithic transition (MIS 3) in Iberia: the cold?adapted faunal remains from Mainea, northern Iberian Peninsula. In: Boreas 50 (3), S. 686–708. DOI: 10.1111/bor.12501.      Braun, Ingmar M.; Palombo, Maria Rita (2012): Mammuthus primigenius in the cave and portable art: An overview with a short account on the elephant fossil record in Southern Europe during the last glacial. In: Quaternary International 276-277, S. 61–76. DOI: 10.1016/j.quaint.2012.07.010.";
Mammuthus primigenius;Laugerie Haute Oest;44.951586;0.999723;0.023;0.016;2;K;Late Pleistocene;;France;;"SOMMER, R. S.; Nadachowski, A. (2006): Glacial refugia of mammals in Europe: evidence from fossil records. In: Mammal Review 36 (4), S. 251–265. DOI: 10.1111/j.1365-2907.2006.00093.x.";
Mammuthus primigenius;Lerdal, Rättvik, Dalarna;60.874228;15.123572;0.02975;0.02915;3;W;Late Pleistocene;;Sweden;;"Ukkonen, P.; Arppe, L.; Houmark-Nielsen, M.; Kjær, K. H.; Karhu, J. A. (2007): MIS 3 mammoth remains from Sweden—implications for faunal history, palaeoclimate and glaciation chronology. In: Quaternary Science Reviews 26 (25-28), S. 3081–3098. DOI: 10.1016/j.quascirev.2007.06.021.";
Mammuthus primigenius;Les Lèches, Ardèche;44.827666;4.446599;0.024;0.018;2;K;Late Pleistocene;;France;;"Onoratini, G.; Dalpra, G.; Defleur, A.; Cregutbonnoure, E.; Magnin, F. (1995): Discovery of Mammuthus primigenius butchery site in the middle Rhone valley - the site of Les-Lèches in Soyon, Ardèche, (France). In: Comptes Rendus de L'Acadmei des Sciences Séries II Fascicule A-Sciences de la Terre et des Plantes (321), S. 441–446.";
Mammuthus primigenius;Limestone River Mammoth;53.503611;-94.210556;0.029;0.0118;02. Jan;NA;;;;;;
Mammuthus primigenius;Lincoln College;40.22325;-89.38247;0.013632;0.013354;1;W;Late Pleistocene;;USA;;"Saunders, Jeffrey J.; Grimm, Eric C.; Widga, Christopher C.; Campbell, G. Dennis; Curry, B. Brandon; Grimley, David A. et al. (2010): Paradigms and proboscideans in the southern Great Lakes region, USA. In: Quaternary International 217 (1-2), S. 175–187. DOI: 10.1016/j.quaint.2009.07.031.";calibrated
Mammuthus primigenius;Listvenka, layer 12G;55.92;92.33;0.01342;0.0131;1;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Listvenka, layer 20;55.92;92.33;0.0169;0.0157;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Little Sand Pit near McCook, Rw-110;40.2;-100.5;0.01342;0.01342;1;W;Late Pleistocene;;USA;Nebraska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Lockarp;55.532571;13.033122;0.01321;0.01297;1;W;Late Pleistocene;;Sweden;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Lockarp;55.532571;13.033122;0.01337;0.01315;1;W;;;Sweden;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Lockarp;55.532571;13.033122;0.013425;0.01327;1;W;;;Sweden;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Logata River;73.08;95.56;0.0275;0.0271;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Logata River;73.08;95.56;0.0355;0.0345;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Logata River;73.08;95.56;0.0367;0.0357;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Logata River;73.08;95.56;0.0389;0.0377;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Logata River;73.08;95.56;0.0392;0.0383;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Logata River;73.08;95.56;0.0408;0.0396;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lohtaja;64.026344;23.493049;0.02914;0.02826;03. Feb;NA;Late Pleistocene;;Finland;;"Arppe, Laura M.; Karhu, Juha A. (2006): Implications for the Late Pleistocene climate in Finland and adjacent areas from the isotopic composition of mammoth skeletal remains. In: Palaeogeography, Palaeoclimatology, Palaeoecology 231 (3-4), S. 322–330. DOI: 10.1016/j.palaeo.2005.08.007.";calibrated
Mammuthus primigenius;Lopatka Peninsula;71.83;150;0.02688;0.02648;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lopatka Peninsula;71.83;150;0.02888;0.02848;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lopatka Peninsula;71.83;150;0.0302;0.0296;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lopatka Peninsula;71.83;150;0.0341;0.0331;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lost Chicken Creek;64.05;-141.866667;0.027;0.0099;02. Jan;NA;;;;;;
Mammuthus primigenius;Lost Chicken Creek (Purdy Collection);64.053329;-141.876663;0.02706;0.0099;02. Jan;NA;Late Pleistocene;;US;Alaska;Harington, C. R. (1980): Pleistocene mammals from Lost Chicken Creek, Alaska. In: Can. J. Earth Sci. 17 (2), S. 168–198. DOI: 10.1139/e80-015.;
Mammuthus primigenius;Lower Keinguveem River;69.6;146.8;0.03197;0.03111;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lower Keinguveem River;69.6;146.8;0.0394;0.0376;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lower Lena River;70;125;0.01786;0.0177;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lower Lena River;70;125;0.02157;0.02085;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lower Lena River;70;125;0.0335;0.0295;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lower Lena River;70;125;NA;0.05;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Lower part of Kolyma River, Aljoschka-Suite;69;161;0.126;0.0117;;NA;Late Pleistocene;;Russia;Respublika Saha (Jakutija);;
Mammuthus primigenius;Lower Rampart Cave Unit C;65.349998;-151;0.013835;0.013615;1;W;Late Pleistocene;;USA;Alaska;R. A. Sattler. 1997. Large mammals in Lower Rampart Cave 1, Alaska: interspecific utilization of an eastern Beringian cave. Geoarchaeology 12(6):657-688;
Mammuthus primigenius;Lower Yuribei River, Yamal Peninsula;68.310418;71.406244;0.01058;0.01034;1;W;Late Pleistocene;;Russia;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Lublin-Kalinowszczyzna;51.249054;22.5849;0.016013;0.015444;2;K;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Baca, Mateusz; ?mihorski, Micha?; Wilczy?ski, Jaros?aw (2018): Impact of climate and humans on the range dynamics of the woolly mammoth (Mammuthus primigenius ) in Europe during MIS 2. In: Quat. res. 90 (3), S. 439–456. DOI: 10.1017/qua.2018.54.";
Mammuthus primigenius;Lublin-Zemborzyce;51.162041;22.502294;0.027176;0.026344;2;K;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Baca, Mateusz; ?mihorski, Micha?; Wilczy?ski, Jaros?aw (2018): Impact of climate and humans on the range dynamics of the woolly mammoth (Mammuthus primigenius ) in Europe during MIS 2. In: Quat. res. 90 (3), S. 439–456. DOI: 10.1017/qua.2018.54.";
Mammuthus primigenius;Lugovskoe;56.92613;64.548038;0.01021;0.01021;1;W;Late Pleistocene;;Russia;;Kuzmin, Yaroslav V. (2010): Extinction of the woolly mammoth (Mammuthus primigenius ) and woolly rhinoceros (Coelodonta antiquitatis ) in Eurasia: Review of chronological and environmental issues. In: Boreas 39 (2), S. 247–261. DOI: 10.1111/j.1502-3885.2009.00122.x.;
Mammuthus primigenius;Lyakhov Island;73.530164;141.786781;0.049;0.049;3;W;Late Pleistocene;;Russia;;"Debruyne, Régis; Barriel, Véronique; Tassy, Pascal (2003): Mitochondrial cytochrome b of the Lyakhov mammoth (Proboscidea, Mammalia): new data and phylogenetic analyses of Elephantidae. In: Molecular Phylogenetics and Evolution 26 (3), S. 421–434. DOI: 10.1016/S1055-7903(02)00292-0.";
Mammuthus primigenius;Lynford Quarry;52.519689;0.682951;NA;0.05;;NA;;;Great Britain;;"Leshchinskiy, Sergey V.; Kuzmin, Yaroslav V.; Boudin, Mathieu; Amon, Leeli (2021): Holes in the spinous processes of woolly mammoth vertebrae: spatial and temporal distribution, and the causes of pathology formation. In: J. Quaternary Sci. 36 (7), S. 1254–1267. DOI: 10.1002/jqs.3360.";
Mammuthus primigenius;Lyzhin Mys;59.5;62.25;0.02085;0.02041;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Maasvlakte 2;51.976942;3.952313;0.126;0.012;05. Jan;NA;Late Pleistocene;;Netherlands;;"Mol, Dick; Bijkerk, André; Ballard, Joanne (2018): Deciduous Tusks and Small Permanent Tusks of the Woolly Mammoth, Mammuthus primigenius (Blumenbach, 1799) Found on Beaches in The Netherlands. In: Quaternary 1 (1), S. 7. DOI: 10.3390/quat1010007.";
Mammuthus primigenius;Maimecha River;70.83;101;0.0508;0.0486;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Main River;65;171;0.01517;0.01503;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mainea, Uitzi;43.038338;-1.916106;0.046354;0.044428;3;W;Late Pleistocene;;Spain;Navarre;"Rodríguez?Almagro, Manuel; Sala, Nohemi; Wi?ing, Christoph; Arriolabengoa, Martin; Etxeberria, Francisco; Rios?Garaizar, Joseba; Gómez?Olivencia, Asier (2021): Ecological conditions during the Middle to Upper Palaeolithic transition (MIS 3) in Iberia: the cold?adapted faunal remains from Mainea, northern Iberian Peninsula. In: Boreas 50 (3), S. 686–708. DOI: 10.1111/bor.12501.";
Mammuthus primigenius;Maiyumerak Creek;67.997435;-161.27528;0.00055;0.00025;1;W;;;;;;
Mammuthus primigenius;Mal'ta;53;103.5;0.01487;0.01463;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02066;0.02002;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02068;0.0202;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.0207;0.0191;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02085;0.0255;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02092;0.02068;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02094;0.02066;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.021;0.0206;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02111;0.02089;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02111;0.02089;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
