SPECIES;NAME;LAT;LONG;MAX_AGE;MIN_AGE;MIS;PERIOD;EARLY_INTERVALL;LATE_INTERVALL;COUNTRY;STATE;REFERENCE;NOTIZ
Mammuthus primigenius;Baikura-Neru Bay, Taymyr Lake;74.269899;99.856126;0.0398;0.0388;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Baikura-Neru Bay, Taymyr Lake;74.269899;99.856126;0.0445;0.0425;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Baikura-Neru Bay, Taymyr Lake;74.269899;99.856126;0.0473;0.0449;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Baikura-Neru Bay, Taymyr Lake;74.269899;99.856126;0.01132;0.01096;1;W;Late Pleistocene;;Russia;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Baikuraturku Lake;74;100.08;0.03191;0.03125;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Baillie Islands;70.583333;-128.1;0.01476;0.0019;02. Jan;NA;;;;;;
Mammuthus primigenius;Baillie Islands;70.583336;-128.169449;0.01508;0.01476;2;K;Late Pleistocene;;Canada;Northwest Territories;"Harington, C. R.; Cinq-Mars, Jaques (1995): Radiocarbon Dates on Saiga Antelope (Saiga Tatarica) Fossils from Yukon and the Northwest Territories. In: Arctic 48 (1). DOI: 10.14430/arctic1218.";Saiga antelope dated, not M.primigenius directly. Broad age is Late Pleistocene
Mammuthus primigenius;Ballyrudder;54.849998;-5.835278;2.588;0.0117;;NA;Pleistocene;;UK;Northern Ireland;P. S. Doughty. 1968. Ballyrudder Mammoth Tooth. The Irish Naturalists' Journal 16(4):105-106;
Mammuthus primigenius;Banks Island;74.3;-123.08;0.02097;0.02053;2;K;Late Pleistocene;;Canada;;Harington, C. R. (2005): The eastern limit of Beringia: Mammoth remains from Banks and Melville Islands, Northwest Territories. In: Arctic (58), S. 361–369.;
Mammuthus primigenius;Bärslöv, Skåne;56.004967;12.818027;0.03455;0.03315;3;W;Late Pleistocene;;Sweden;;"Ukkonen, P.; Arppe, L.; Houmark-Nielsen, M.; Kjær, K. H.; Karhu, J. A. (2007): MIS 3 mammoth remains from Sweden—implications for faunal history, palaeoclimate and glaciation chronology. In: Quaternary Science Reviews 26 (25-28), S. 3081–3098. DOI: 10.1016/j.quascirev.2007.06.021.";
Mammuthus primigenius;Baskura Peninsula;74.27;101.58;0.02114;0.02076;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Baskura Peninsula;74.27;101.58;0.0229;0.0226;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Baskura Peninsula;74.27;101.58;0.0254;0.0244;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Baskura Peninsula;74.27;101.58;0.02627;0.02583;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Batpak;50.5;72.75;0.024955;0.024345;2;K;Late Pleistocene;;Kazakhstan;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Batpak;50.5;72.75;0.01257;0.01257;1;W;Late Pleistocene;;Kazakhstan;;;
Mammuthus primigenius;Beak (Bear?) Creek;42.22;-122.72;0.022387;0.022387;2;K;Late Pleistocene;;USA;Oregon;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Belaya River;52.5;103.1;0.0426;0.0396;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004";
Mammuthus primigenius;Belkovsky Island;75.63;135.83;0.0365;0.0351;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004";
Mammuthus primigenius;Bell Farm [P1354];40.132778;-88.325278;0.11;0.0115;05. Jan;NA;;;;;;
Mammuthus primigenius;Berdyzh;52.833;30.917;0.0291;0.02967;3;W;Late Pleistocene;;Russia;;"Markova, A. K.; Puzachenko, A.Yu.; van Kolfschoten, T.; van der Plicht, J.; Ponomarev, D. V. (2013): New data on changes in the European distribution of the mammoth and the woolly rhinoceros during the second half of the Late Pleistocene and the early Holocene. In: Quaternary International 292, S. 4–14. DOI: 10.1016/j.quaint.2012.11.033.";not calibrated
Mammuthus primigenius;Berelek;70.4;143.95;0.014011;0.014011;2;K;Late Pleistocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";calibr. Median
Mammuthus primigenius;Berelekh;70.55;149.05;NA;0.042;;NA;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004";
Mammuthus primigenius;"Berelekh mammoth ""cemetery""";69.987272;142.87751;0.014;0.012;1;W;Late Pleistocene;;Russia;;"G. Boeskorov, Gennady; Mol, Dick (2004): Quaternary Mammal Collections in the Museums of Yakutsk (Eastern Siberia, Yakutia, Russia). In: Cranium 21 (1/2), S. 19–32. Online verfügbar unter https://natuurtijdschriften.nl/pub/523508.";
Mammuthus primigenius;Berelyokh;71;145;0.014056;0.014056;2;K;Late Pleistocene;;Russia;;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";calibr. Median
Mammuthus primigenius;Berezovka River;67.15;157.3;0.03425;0.02925;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Berezovkskaya River;67.15;157.3;0.0475;0.0405;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Beverly Gravel Pits;40.3;-101.03;0.012633;0.012633;1;W;Late Pleistocene;;USA;Nebraska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";calibr. Median
Mammuthus primigenius;Biehl Farm;40.8;-99.65;0.01847;0.01847;2;K;Late Pleistocene;;USA;Nebraska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";calibr. Median
Mammuthus primigenius;Bielawy, Bydgoszcz;53.130911;18.030667;0.04653;0.0437;3;W;Late Pleistocene;;Poland;;Paw?owska, Kamilla (2015): Elephantids from Pleistocene Poland: State of knowledge. In: Quaternary International 379, S. 89–105. DOI: 10.1016/j.quaint.2015.05.014.;calibr. Median
Mammuthus primigenius;Big Bone Lick;38.88;-84.75;0.015445;0.015445;2;K;Late Pleistocene;;USA;Kentucky;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Big Bone Lick;38.88;-84.75;0.015884;0.015884;2;K;Late Pleistocene;;USA;Kentucky;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Big Bone Lick;38.88;-84.75;0.016786;0.016786;2;K;Late Pleistocene;;USA;Kentucky;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Big Bone Lick;38.88;-84.75;0.016926;0.016926;2;K;Late Pleistocene;;USA;Kentucky;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Big Bone Lick;38.88;-84.75;0.016982;0.016982;2;K;Late Pleistocene;;USA;Kentucky;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Big Creek localities 1-3;61.35;-137.208333;0.0492;0.047;3;W;;;;;;
Mammuthus primigenius;Bikada River;74.829371;105.90582;0.01286;0.0127;1;W;Late Pleistocene;;Russia;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Bindloss;50.95;-110.13;0.012825;0.012825;1;W;Late Pleistocene;;Canada;Alberta;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";calibr. Median
Mammuthus primigenius;Bird mammoth;56.516667;-94.35;0.071;0.057;4;K;;;;;;
Mammuthus primigenius;Bischof 1, Bischofshofen;47.419664;13.21011;0.0335;0.0313;3;W;Late Pleistocene;;Austria;;"Spötl, Christoph; Reimer, Paula J.; Göhlich, Ursula B. (2018): Mammoths inside the Alps during the last glacial period: Radiocarbon constraints from Austria and palaeoenvironmental implications. In: Quaternary Science Reviews 190, S. 11–19. DOI: 10.1016/j.quascirev.2018.04.020.";
Mammuthus primigenius;Biya River;52.63;85.67;0.02505;0.02375;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bluefish Cave 1 [MgVO-1];67.133056;-140.797778;0.0141;0.01378;1;W;;;;;;
Mammuthus primigenius;Bocksteinhöhle, Vogelherdhöhle;48.553984;10.154496;0.0315;0.0204;2;K;Gravettian;;Germany;Baden-Württemberg;"Münzel, Susanne C.; Wolf, Sibylle; Drucker, Dorothée G.; Conard, Nicholas J. (2017): The exploitation of mammoth in the Swabian Jura (SW-Germany) during the Aurignacian and Gravettian period. In: Quaternary International 445, S. 184–199. DOI: 10.1016/j.quaint.2016.08.013.     Pushkina, Diana; Bocherens, Hervé; Ziegler, Reinhard (2014): Unexpected palaeoecological features of the Middle and Late Pleistocene large herbivores in southwestern Germany revealed by stable isotopic abundances in tooth enamel. In: Quaternary International 339-340, S. 164–178. DOI: 10.1016/j.quaint.2013.12.033.";uncalibrated
Mammuthus primigenius;Bockstein-Törle;48.553984;10.154496;0.032;0.0204;03. Feb;NA;Aurignacian;;Germany;Baden-Württemberg;"Münzel, Susanne C.; Wolf, Sibylle; Drucker, Dorothée G.; Conard, Nicholas J. (2017): The exploitation of mammoth in the Swabian Jura (SW-Germany) during the Aurignacian and Gravettian period. In: Quaternary International 445, S. 184–199. DOI: 10.1016/j.quaint.2016.08.013.       Pushkina, Diana; Bocherens, Hervé; Ziegler, Reinhard (2014): Unexpected palaeoecological features of the Middle and Late Pleistocene large herbivores in southwestern Germany revealed by stable isotopic abundances in tooth enamel. In: Quaternary International 339-340, S. 164–178. DOI: 10.1016/j.quaint.2013.12.033.";uncalibrated
Mammuthus primigenius;Boderbo-Tarida River;73.06;102.16;0.0238;0.232;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Boderbo-Tarida River;73.06;102.16;0.039;0.038;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Boderbo-Tarida River;73.06;102.16;0.0391;0.0379;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Boderbo-Tarida River;73.06;102.16;0.0404;0.0392;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Boderbo-Tarida River;73.06;102.16;0.0422;0.0402;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Boderbo-Tarida River;73.06;102.16;NA;0.0527;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bogoslovo, Archangelsk;62.178502;48.998496;0.03459;0.03412;3;W;Late Pleistocene;;Russia;Archangelsk;"Ponomarev, D. V.; Markova, A. K.; van Kolfschoten, T.; van der Plicht, J. (2012): Radiocarbon dates of late quaternary mammals in the Archangelsk Region and their contribution to reconstructions of the last glaciation in Eastern Europe. In: Dokl. Earth Sc. 444 (2), S. 706–710. DOI: 10.1134/S1028334X12060256.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.01643;0.01623;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.02635;0.02605;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.0274;0.026;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;NA;0.0386;;NA;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.03105;0.03065;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.03182;0.03134;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.0322;0.0318;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.0373;0.0363;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.0391;0.0377;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.0399;0.0387;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.0401;0.0381;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.0405;0.0385;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Bolshaya Balakhnya River;75.3;105;0.0408;0.0396;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
